GEO_ID,NAME,B01003_001E,B01003_001EA,B01003_001M,B01003_001MA
0500000US48219,"Hockley County, Texas",21670,null,*****,*****
0500000US48221,"Hood County, Texas",60521,null,*****,*****
0500000US48223,"Hopkins County, Texas",36666,null,*****,*****
0500000US48225,"Houston County, Texas",22288,null,*****,*****
0500000US48227,"Howard County, Texas",34620,null,*****,*****
0500000US48229,"Hudspeth County, Texas",3322,null,*****,*****
0500000US48231,"Hunt County, Texas",98783,null,*****,*****
0500000US48233,"Hutchinson County, Texas",20801,null,*****,*****
0500000US48235,"Irion County, Texas",1555,null,152,null
0500000US48237,"Jack County, Texas",8494,null,*****,*****
0500000US48239,"Jackson County, Texas",14971,null,*****,*****
0500000US48241,"Jasper County, Texas",33369,null,*****,*****
0500000US48243,"Jeff Davis County, Texas",2021,null,*****,*****
0500000US48245,"Jefferson County, Texas",256755,null,*****,*****
0500000US48247,"Jim Hogg County, Texas",4864,null,*****,*****
0500000US48249,"Jim Wells County, Texas",39203,null,*****,*****
0500000US48251,"Johnson County, Texas",177022,null,*****,*****
0500000US48253,"Jones County, Texas",19721,null,*****,*****
0500000US48255,"Karnes County, Texas",14823,null,*****,*****
0500000US48257,"Kaufman County, Texas",140145,null,*****,*****
0500000US48259,"Kendall County, Texas",43842,null,*****,*****
0500000US48261,"Kenedy County, Texas",169,null,129,null
0500000US48263,"Kent County, Texas",632,null,118,null
0500000US48265,"Kerr County, Texas",52411,null,*****,*****
0500000US48267,"Kimble County, Texas",4295,null,*****,*****
0500000US48269,"King County, Texas",229,null,78,null
0500000US48271,"Kinney County, Texas",3199,null,*****,*****
0500000US48273,"Kleberg County, Texas",31015,null,*****,*****
0500000US48275,"Knox County, Texas",3384,null,*****,*****
0500000US48277,"Lamar County, Texas",49932,null,*****,*****
0500000US48279,"Lamb County, Texas",13147,null,*****,*****
0500000US48281,"Lampasas County, Texas",21443,null,*****,*****
0500000US48283,"La Salle County, Texas",6956,null,129,null
0500000US48285,"Lavaca County, Texas",20287,null,*****,*****
0500000US48287,"Lee County, Texas",17393,null,*****,*****
0500000US48289,"Leon County, Texas",15877,null,*****,*****
0500000US48291,"Liberty County, Texas",89948,null,*****,*****
0500000US48293,"Limestone County, Texas",22252,null,*****,*****
0500000US48295,"Lipscomb County, Texas",3138,null,*****,*****
0500000US48297,"Live Oak County, Texas",11378,null,*****,*****
0500000US48299,"Llano County, Texas",21246,null,*****,*****
0500000US48301,"Loving County, Texas",83,null,76,null
0500000US48303,"Lubbock County, Texas",308580,null,*****,*****
0500000US48305,"Lynn County, Texas",5587,null,*****,*****
0500000US48307,"McCulloch County, Texas",7676,null,*****,*****
0500000US48309,"McLennan County, Texas",258031,null,*****,*****
0500000US48311,"McMullen County, Texas",729,null,197,null
0500000US48313,"Madison County, Texas",13579,null,*****,*****
0500000US48315,"Marion County, Texas",9748,null,*****,*****
0500000US48317,"Martin County, Texas",5213,null,*****,*****
0500000US48319,"Mason County, Texas",3948,null,*****,*****
0500000US48321,"Matagorda County, Texas",36323,null,*****,*****
0500000US48323,"Maverick County, Texas",57769,null,*****,*****
0500000US48325,"Medina County, Texas",50458,null,*****,*****
0500000US48327,"Menard County, Texas",1981,null,*****,*****
0500000US48329,"Midland County, Texas",166964,null,*****,*****
0500000US48331,"Milam County, Texas",24895,null,*****,*****
0500000US48333,"Mills County, Texas",4520,null,*****,*****
0500000US48335,"Mitchell County, Texas",8903,null,*****,*****
0500000US48337,"Montague County, Texas",19850,null,*****,*****
0500000US48339,"Montgomery County, Texas",607999,null,*****,*****
0500000US48341,"Moore County, Texas",21494,null,*****,*****
0500000US48343,"Morris County, Texas",11988,null,*****,*****
0500000US48345,"Motley County, Texas",1269,null,150,null
0500000US48347,"Nacogdoches County, Texas",64822,null,*****,*****
0500000US48349,"Navarro County, Texas",51908,null,*****,*****
0500000US48351,"Newton County, Texas",12532,null,*****,*****
0500000US48353,"Nolan County, Texas",14727,null,*****,*****
0500000US48355,"Nueces County, Texas",353594,null,*****,*****
0500000US48357,"Ochiltree County, Texas",10063,null,*****,*****
0500000US48359,"Oldham County, Texas",2251,null,250,null
0500000US48361,"Orange County, Texas",85045,null,*****,*****
0500000US48363,"Palo Pinto County, Texas",28303,null,*****,*****
0500000US48365,"Panola County, Texas",22583,null,*****,*****
0500000US48367,"Parker County, Texas",144803,null,*****,*****
0500000US48369,"Parmer County, Texas",9874,null,*****,*****
0500000US48371,"Pecos County, Texas",15202,null,*****,*****
0500000US48373,"Polk County, Texas",49372,null,*****,*****
0500000US48375,"Potter County, Texas",119043,null,*****,*****
0500000US48377,"Presidio County, Texas",6328,null,*****,*****
0500000US48379,"Rains County, Texas",12013,null,*****,*****
0500000US48381,"Randall County, Texas",139176,null,*****,*****
0500000US48383,"Reagan County, Texas",3363,null,*****,*****
0500000US48385,"Real County, Texas",2852,null,*****,*****
0500000US48387,"Red River County, Texas",11685,null,*****,*****
0500000US48389,"Reeves County, Texas",14584,null,*****,*****
0500000US48391,"Refugio County, Texas",6822,null,*****,*****
0500000US48393,"Roberts County, Texas",724,null,114,null
0500000US48395,"Robertson County, Texas",16839,null,*****,*****
0500000US48397,"Rockwall County, Texas",105227,null,*****,*****
0500000US48399,"Runnels County, Texas",9887,null,*****,*****
0500000US48401,"Rusk County, Texas",52542,null,*****,*****
0500000US48403,"Sabine County, Texas",9974,null,*****,*****
0500000US48405,"San Augustine County, Texas",7964,null,*****,*****
0500000US48407,"San Jacinto County, Texas",27380,null,*****,*****
0500000US48409,"San Patricio County, Texas",68600,null,*****,*****
0500000US48411,"San Saba County, Texas",5775,null,*****,*****
0500000US48413,"Schleicher County, Texas",2547,null,*****,*****
0500000US48415,"Scurry County, Texas",16985,null,*****,*****
0500000US48417,"Shackelford County, Texas",3145,null,*****,*****
0500000US48419,"Shelby County, Texas",24254,null,*****,*****
0500000US48421,"Sherman County, Texas",2357,null,250,null
0500000US48423,"Smith County, Texas",231429,null,*****,*****
0500000US48425,"Somervell County, Texas",9170,null,*****,*****
0500000US48427,"Starr County, Texas",65568,null,*****,*****
0500000US48429,"Stephens County, Texas",9142,null,*****,*****
0500000US48431,"Sterling County, Texas",1391,null,175,null
0500000US48433,"Stonewall County, Texas",1358,null,118,null
0500000US48435,"Sutton County, Texas",3417,null,*****,*****
0500000US48437,"Swisher County, Texas",7055,null,*****,*****
0500000US48439,"Tarrant County, Texas",2091953,null,*****,*****
0500000US48441,"Taylor County, Texas",141739,null,*****,*****
0500000US48443,"Terrell County, Texas",979,null,314,null
0500000US48445,"Terry County, Texas",11937,null,*****,*****
0500000US48447,"Throckmorton County, Texas",1426,null,152,null
0500000US48449,"Titus County, Texas",31327,null,*****,*****
0500000US48451,"Tom Green County, Texas",119048,null,*****,*****
0500000US48453,"Travis County, Texas",1267795,null,*****,*****
0500000US48455,"Trinity County, Texas",13695,null,*****,*****
0500000US48457,"Tyler County, Texas",20032,null,*****,*****
0500000US48459,"Upshur County, Texas",40781,null,*****,*****
0500000US48461,"Upton County, Texas",3340,null,*****,*****
0500000US48463,"Uvalde County, Texas",24918,null,*****,*****
0500000US48465,"Val Verde County, Texas",47767,null,*****,*****
0500000US48467,"Van Zandt County, Texas",58782,null,*****,*****
0500000US48469,"Victoria County, Texas",91280,null,*****,*****
0500000US48471,"Walker County, Texas",76506,null,*****,*****
0500000US48473,"Waller County, Texas",55505,null,*****,*****
0500000US48475,"Ward County, Texas",11375,null,*****,*****
0500000US48477,"Washington County, Texas",35561,null,*****,*****
0500000US48479,"Webb County, Texas",266963,null,*****,*****
0500000US48481,"Wharton County, Texas",41602,null,*****,*****
0500000US48483,"Wheeler County, Texas",5091,null,*****,*****
0500000US48485,"Wichita County, Texas",129419,null,*****,*****
0500000US48487,"Wilbarger County, Texas",12887,null,*****,*****
0500000US48489,"Willacy County, Texas",20423,null,*****,*****
0500000US48491,"Williamson County, Texas",591759,null,*****,*****
0500000US48493,"Wilson County, Texas",49374,null,*****,*****
0500000US48495,"Winkler County, Texas",7629,null,*****,*****
0500000US48497,"Wise County, Texas",67877,null,*****,*****
0500000US48499,"Wood County, Texas",44615,null,*****,*****
0500000US48501,"Yoakum County, Texas",7707,null,*****,*****
0500000US48503,"Young County, Texas",17894,null,*****,*****
0500000US48505,"Zapata County, Texas",13945,null,*****,*****
0500000US48507,"Zavala County, Texas",9900,null,*****,*****
